city,temperature,humidity,pressure,wind,precipitation,date
Tunis,32.99,38,1012,2.06,0,2025-08-19 11:13:55
Ariana,33.0,38,1012,2.06,0,2025-08-19 11:13:55
Ben Arous,32.6,28,1012,3.58,0,2025-08-19 11:13:55
Manouba,36.45,22,1012,3.3,0,2025-08-19 11:13:55
Nabeul,29.25,60,1014,4.69,0,2025-08-19 11:13:55
Zaghouan,33.51,28,1013,5.47,0,2025-08-19 11:13:55
Bizerte,30.5,50,1013,5.8,0,2025-08-19 11:13:55
Beja,36.16,22,1013,0.93,0,2025-08-19 11:13:55
Jendouba,37.61,17,1012,0.96,0,2025-08-19 11:13:55
Kef,34.34,17,1013,3.62,0,2025-08-19 11:13:55
Siliana,32.46,21,1013,2.02,0,2025-08-19 11:13:55
Kasserine,34.3,18,1014,4.58,0,2025-08-19 11:13:55
Sidi Bouzid,34.8,24,1014,4.26,0,2025-08-19 11:13:55
Kairouan,35.28,28,1013,4.93,0,2025-08-19 11:13:55
Kébili,36.72,18,1014,1.11,0,2025-08-19 11:13:56
Tozeur,35.88,22,1013,2.83,0,2025-08-19 11:13:56
Gabès,32.95,42,1014,4.59,0,2025-08-19 11:13:56
Medenine,33.77,33,1014,1.75,0,2025-08-19 11:13:56
Tataouine,36.43,16,1014,1.54,0,2025-08-19 11:13:56
Mahdia,32.5,46,1014,5.2,0,2025-08-19 11:13:56
Monastir,32.91,46,1014,1.03,0,2025-08-19 11:13:56
Sousse,32.97,46,1013,1.03,0,2025-08-19 11:13:56
Sfax,30.14,56,1015,4.63,0,2025-08-19 11:13:56
Gafsa,33.82,23,1014,3.78,0,2025-08-19 11:13:56
