city,temperature,humidity,pressure,wind,precipitation,date
Tunis,18.99,77,1018,5.14,0,2025-11-10 09:20:45
Ariana,19.0,77,1018,5.14,0,2025-11-10 09:20:45
Ben Arous,18.6,50,1019,5.63,0,2025-11-10 09:20:45
Manouba,19.75,48,1019,5.67,0,2025-11-10 09:20:45
Nabeul,19.67,53,1019,7.25,0,2025-11-10 09:20:45
Zaghouan,17.15,54,1019,6.89,0,2025-11-10 09:20:45
Bizerte,20.99,56,1018,5.66,0,2025-11-10 09:20:45
Beja,17.67,65,1019,5.28,0,2025-11-10 09:20:46
Jendouba,16.13,73,1020,1.72,0,2025-11-10 09:20:46
Kef,13.74,64,1020,3.97,0,2025-11-10 09:20:46
Siliana,13.38,62,1020,5.87,0,2025-11-10 09:20:46
Kasserine,13.89,56,1021,2.21,0,2025-11-10 09:20:46
Sidi Bouzid,17.23,49,1021,5.3,0,2025-11-10 09:20:46
Kairouan,20.01,52,1020,1.03,0,2025-11-10 09:20:46
Kébili,18.72,45,1021,3.74,0,2025-11-10 09:20:46
Tozeur,18.25,48,1021,2.06,0,2025-11-10 09:20:46
Gabès,17.99,45,1021,2.06,0,2025-11-10 09:20:46
Medenine,20.4,53,1021,5.0,0,2025-11-10 09:20:47
Tataouine,17.9,40,1022,0.64,0,2025-11-10 09:20:47
Mahdia,19.99,54,1019,7.89,0,2025-11-10 09:20:47
Monastir,19.91,64,1019,5.14,0,2025-11-10 09:20:47
Sousse,19.88,64,1019,5.14,0,2025-11-10 09:20:47
Sfax,21.08,52,1020,6.17,0,2025-11-10 09:20:47
Gafsa,18.13,52,1021,3.6,0,2025-11-10 09:20:47
