city,temperature,humidity,pressure,wind,precipitation,date
Tunis,24.99,44,1018,2.57,0,2025-06-17 23:16:00
Ariana,25.0,44,1018,2.57,0,2025-06-17 23:16:00
Ben Arous,24.6,50,1018,1.92,0,2025-06-17 23:16:00
Manouba,23.0,48,1018,2.6,0,2025-06-17 23:16:00
Nabeul,23.95,59,1017,4.0,0,2025-06-17 23:16:00
Zaghouan,23.13,42,1018,2.37,0,2025-06-17 23:16:00
Bizerte,22.79,77,1018,7.8,0,2025-06-17 23:16:00
Beja,22.26,47,1019,1.61,0,2025-06-17 23:16:00
Jendouba,19.2,59,1020,2.12,0,2025-06-17 23:16:00
Kef,23.57,38,1020,1.08,0,2025-06-17 23:16:00
Siliana,23.78,34,1020,2.56,0,2025-06-17 23:16:01
Kasserine,25.51,38,1020,2.14,0,2025-06-17 23:16:01
Sidi Bouzid,27.17,35,1018,2.04,0,2025-06-17 23:16:01
Kairouan,27.25,43,1018,1.5,0,2025-06-17 23:16:01
Kébili,34.02,16,1015,2.74,0,2025-06-17 23:16:02
Tozeur,34.56,15,1015,2.61,0,2025-06-17 23:16:02
Gabès,27.51,56,1016,7.96,0,2025-06-17 23:16:02
Medenine,28.59,30,1016,2.7,0,2025-06-17 23:16:02
Tataouine,29.81,23,1016,4.78,0,2025-06-17 23:16:02
Mahdia,24.75,65,1017,3.63,0,2025-06-17 23:16:02
Monastir,24.91,73,1017,2.06,0,2025-06-17 23:16:02
Sousse,24.97,73,1017,2.06,0,2025-06-17 23:16:02
Sfax,27.03,55,1017,4.46,0,2025-06-17 23:16:02
Gafsa,27.07,32,1018,5.18,0,2025-06-17 23:16:02
