city,temperature,humidity,pressure,wind,precipitation,date
Tunis,17.99,55,1015,2.06,0,2025-04-25 20:17:39
Ariana,18.0,55,1014,2.06,0,2025-04-25 20:17:39
Ben Arous,17.6,56,1015,1.74,0,2025-04-25 20:17:39
Manouba,14.99,63,1015,0.98,0,2025-04-25 20:17:39
Nabeul,16.77,68,1014,1.28,0,2025-04-25 20:17:39
Zaghouan,14.75,58,1015,1.59,0,2025-04-25 20:17:39
Bizerte,14.99,94,1014,1.54,0,2025-04-25 20:17:39
Beja,13.73,64,1015,1.76,0,2025-04-25 20:17:39
Jendouba,16.13,70,1015,1.62,0,2025-04-25 20:17:40
Kef,14.37,60,1014,2.09,0,2025-04-25 20:17:40
Siliana,13.59,56,1015,1.67,0,2025-04-25 20:17:40
Kasserine,20.09,36,1014,3.61,0,2025-04-25 20:17:40
Sidi Bouzid,22.5,40,1013,4.12,0,2025-04-25 20:17:40
Kairouan,20.78,46,1014,4.37,0,2025-04-25 20:17:40
Kébili,25.77,30,1011,5.67,0,2025-04-25 20:17:40
Tozeur,28.25,23,1011,6.17,0,2025-04-25 20:17:40
Gabès,21.99,46,1013,4.63,0,2025-04-25 20:17:40
Medenine,20.09,52,1014,5.96,0,2025-04-25 20:17:40
Tataouine,26.84,17,1013,2.37,0,2025-04-25 20:17:40
Mahdia,19.34,65,1014,3.9,0,2025-04-25 20:17:40
Monastir,18.91,72,1014,3.09,0,2025-04-25 20:17:40
Sousse,18.97,72,1014,3.09,0,2025-04-25 20:17:40
Sfax,19.08,77,1015,3.6,0,2025-04-25 20:17:40
Gafsa,25.13,33,1013,3.6,0,2025-04-25 20:17:40
