city,temperature,humidity,pressure,wind,precipitation,date
Tunis,16.43,96,1019,0.54,0,2025-10-09 06:25:10
Ariana,15.8,94,1019,0.71,0,2025-10-09 06:25:10
Ben Arous,16.13,89,1019,0.58,0,2025-10-09 06:25:10
Manouba,15.24,88,1019,0.48,0,2025-10-09 06:25:10
Nabeul,17.49,79,1019,2.66,0,2025-10-09 06:25:11
Zaghouan,13.83,82,1019,0.6,0,2025-10-09 06:25:11
Bizerte,14.6,97,1019,0.94,0,2025-10-09 06:25:11
Beja,14.8,84,1019,0.27,0,2025-10-09 06:25:11
Jendouba,13.82,85,1019,0.52,0,2025-10-09 06:25:11
Kef,13.37,70,1019,0.76,0,2025-10-09 06:25:11
Siliana,12.55,67,1020,0.84,0,2025-10-09 06:25:11
Kasserine,13.81,60,1020,2.0,0,2025-10-09 06:25:11
Sidi Bouzid,16.47,50,1020,2.59,0,2025-10-09 06:25:11
Kairouan,15.79,70,1019,0.98,0,2025-10-09 06:25:11
Kébili,18.62,45,1019,2.9,0,2025-10-09 06:25:11
Tozeur,19.14,43,1019,1.45,0,2025-10-09 06:25:11
Gabès,13.15,58,1020,1.98,0,2025-10-09 06:25:12
Medenine,18.69,53,1020,2.58,0,2025-10-09 06:25:12
Tataouine,18.46,46,1020,4.19,0,2025-10-09 06:25:12
Mahdia,18.41,71,1019,3.23,0,2025-10-09 06:25:12
Monastir,17.51,73,1019,3.46,0,2025-10-09 06:25:12
Sousse,16.64,74,1019,3.11,0,2025-10-09 06:25:12
Sfax,20.63,62,1019,4.5,0,2025-10-09 06:25:12
Gafsa,14.27,69,1020,1.49,0,2025-10-09 06:25:12
